qs1,qs2,qs3,qs4,qs5,merge1,partition_sort
0.041002750396728516,0.06999778747558594,0.06800127029418945,0.06799936294555664,0.07600116729736328,0.09199881553649902,0.05199933052062988
0.04700016975402832,0.06500029563903809,0.060001373291015625,0.06299972534179688,0.06799936294555664,0.07599878311157227,0.032999515533447266
0.042000532150268555,0.05799984931945801,0.058000802993774414,0.058998823165893555,0.06200003623962402,0.07200121879577637,0.03399944305419922
0.042000532150268555,0.05700087547302246,0.06199979782104492,0.07399988174438477,0.06399989128112793,0.07200193405151367,0.034998416900634766
0.04099774360656738,0.05700182914733887,0.06300044059753418,0.07800006866455078,0.07300043106079102,0.07699847221374512,0.04299497604370117
0.050002098083496094,0.07799983024597168,0.06599950790405273,0.07699847221374512,0.07300019264221191,0.09500002861022949,0.03799915313720703
0.04600024223327637,0.08700394630432129,0.07999467849731445,0.0650022029876709,0.0619969367980957,0.07300233840942383,0.032997846603393555
0.04199814796447754,0.057000160217285156,0.07200264930725098,0.07199883460998535,0.06199979782104492,0.08700013160705566,0.03400063514709473
0.04099917411804199,0.07799887657165527,0.062001943588256836,0.0599977970123291,0.06599998474121094,0.08600187301635742,0.03399968147277832
0.043003082275390625,0.06699752807617188,0.059998512268066406,0.06299972534179688,0.0650017261505127,0.09399867057800293,0.03400111198425293
0.04099869728088379,0.057000160217285156,0.0670020580291748,0.06199789047241211,0.0650014877319336,0.0709981918334961,0.03299999237060547
0.04200005531311035,0.057001590728759766,0.0579991340637207,0.062003135681152344,0.0769951343536377,0.08700180053710938,0.03599810600280762
0.04500222206115723,0.07799935340881348,0.06300044059753418,0.0840003490447998,0.08199787139892578,0.07900142669677734,0.0540013313293457
0.04099917411804199,0.08600211143493652,0.07200098037719727,0.10399866104125977,0.11100053787231445,0.0859982967376709,0.03699898719787598
0.04200267791748047,0.05899810791015625,0.06600165367126465,0.06299829483032227,0.06100010871887207,0.07300138473510742,0.03299999237060547
0.042000770568847656,0.05699896812438965,0.0559999942779541,0.07800030708312988,0.06600165367126465,0.07699847221374512,0.03400135040283203
0.04499983787536621,0.06199932098388672,0.06300210952758789,0.06099700927734375,0.06100106239318848,0.07200026512145996,0.03299999237060547
0.048003435134887695,0.06599926948547363,0.06000018119812012,0.06499671936035156,0.06599950790405273,0.0840001106262207,0.03500032424926758
0.04099869728088379,0.05800151824951172,0.056998252868652344,0.05800008773803711,0.062000274658203125,0.07600045204162598,0.04300093650817871
0.043997764587402344,0.057000160217285156,0.07900166511535645,0.06299948692321777,0.059998512268066406,0.07200193405151367,0.03500032424926758
0.04099869728088379,0.06799983978271484,0.05899930000305176,0.059999942779541016,0.05999946594238281,0.06999993324279785,0.03400087356567383
0.040999412536621094,0.06500029563903809,0.06399989128112793,0.06299924850463867,0.06400203704833984,0.07199883460998535,0.03399968147277832
0.0410003662109375,0.05900120735168457,0.06799936294555664,0.06799888610839844,0.06800007820129395,0.07500100135803223,0.034003257751464844
0.04099774360656738,0.06500053405761719,0.07300209999084473,0.060996055603027344,0.0670006275177002,0.07700061798095703,0.036004066467285156
0.05700325965881348,0.06799840927124023,0.06199932098388672,0.07400012016296387,0.06799983978271484,0.07100057601928711,0.04199934005737305
0.04399752616882324,0.05900073051452637,0.056999921798706055,0.062000274658203125,0.06099963188171387,0.07200121879577637,0.035999298095703125
0.040999412536621094,0.057000160217285156,0.06000018119812012,0.06000208854675293,0.06099724769592285,0.07499980926513672,0.03400111198425293
0.040999412536621094,0.05600094795227051,0.05699920654296875,0.06500029563903809,0.06099867820739746,0.07200002670288086,0.03299999237060547
0.0410001277923584,0.05899977684020996,0.06200146675109863,0.0690004825592041,0.06099820137023926,0.07300138473510742,0.050998687744140625
0.039999961853027344,0.05900120735168457,0.058997392654418945,0.069000244140625,0.06399989128112793,0.07699990272521973,0.03500008583068848
0.0410001277923584,0.05699968338012695,0.06200003623962402,0.06400060653686523,0.06399917602539062,0.0800018310546875,0.03299856185913086
0.03999972343444824,0.05900001525878906,0.06799983978271484,0.059999942779541016,0.06100010871887207,0.07100105285644531,0.036002397537231445
0.04299807548522949,0.06299924850463867,0.06299972534179688,0.06100058555603027,0.06500101089477539,0.07399964332580566,0.03599858283996582
0.04200148582458496,0.06300210952758789,0.06299829483032227,0.06699943542480469,0.06399893760681152,0.08000016212463379,0.03600120544433594
0.039998531341552734,0.057999610900878906,0.05699968338012695,0.06299972534179688,0.062001705169677734,0.0709998607635498,0.03399920463562012
0.04200029373168945,0.06499910354614258,0.05800008773803711,0.056999921798706055,0.06600022315979004,0.07599949836730957,0.03300046920776367
0.041001319885253906,0.05899858474731445,0.06300973892211914,0.06899356842041016,0.060996294021606445,0.08100152015686035,0.0350039005279541
0.04599952697753906,0.06399965286254883,0.06100034713745117,0.07000041007995605,0.07199907302856445,0.07499957084655762,0.03499937057495117
0.03999924659729004,0.0650026798248291,0.06699848175048828,0.06399917602539062,0.06000113487243652,0.07199883460998535,0.034001827239990234
0.04199838638305664,0.05699896812438965,0.06600332260131836,0.07599735260009766,0.06199955940246582,0.08300065994262695,0.03399991989135742
0.04700040817260742,0.05900001525878906,0.07500076293945312,0.05900073051452637,0.07500147819519043,0.07900071144104004,0.03999614715576172
0.04199624061584473,0.07200145721435547,0.0579988956451416,0.06200003623962402,0.06599950790405273,0.07500123977661133,0.03499889373779297
0.03999972343444824,0.0670022964477539,0.05999755859375,0.07800626754760742,0.06399345397949219,0.08100056648254395,0.03299975395202637
0.040001630783081055,0.06300044059753418,0.06400108337402344,0.06699705123901367,0.06300139427185059,0.07499885559082031,0.03400158882141113
0.045000553131103516,0.06000161170959473,0.0599977970123291,0.06600356101989746,0.06799721717834473,0.07400131225585938,0.03299975395202637
0.0409998893737793,0.06200122833251953,0.058999061584472656,0.0670022964477539,0.06499767303466797,0.0819997787475586,0.042002201080322266
0.05099821090698242,0.06099867820739746,0.0579986572265625,0.059000253677368164,0.06300044059753418,0.09400129318237305,0.03700089454650879
0.046999454498291016,0.05800271034240723,0.0760030746459961,0.06499862670898438,0.06299710273742676,0.07199859619140625,0.03300118446350098
0.042001962661743164,0.05599784851074219,0.057999610900878906,0.05900168418884277,0.06300067901611328,0.07099795341491699,0.03400015830993652
0.0409998893737793,0.06100010871887207,0.05799984931945801,0.05800032615661621,0.06399941444396973,0.07400059700012207,0.03399991989135742
0.041001319885253906,0.06000113487243652,0.056997060775756836,0.05900073051452637,0.07499957084655762,0.07300066947937012,0.03600001335144043
0.039999961853027344,0.056999921798706055,0.06099987030029297,0.06200122833251953,0.06099891662597656,0.07300019264221191,0.03300046920776367
0.03999972343444824,0.059000253677368164,0.05899977684020996,0.06699991226196289,0.061000823974609375,0.07200026512145996,0.03600025177001953
0.04099869728088379,0.056999921798706055,0.059999942779541016,0.059000492095947266,0.06299972534179688,0.07200002670288086,0.03600025177001953
0.04199981689453125,0.06199979782104492,0.06100058555603027,0.06100034713745117,0.06400084495544434,0.0709984302520752,0.03300046920776367
0.03899788856506348,0.05600166320800781,0.06499910354614258,0.05699944496154785,0.06199955940246582,0.07700014114379883,0.03400015830993652
0.04099917411804199,0.058001041412353516,0.05899977684020996,0.062001705169677734,0.06200003623962402,0.07400131225585938,0.03299856185913086
0.04099869728088379,0.055999755859375,0.056999921798706055,0.05900001525878906,0.06999993324279785,0.07300138473510742,0.03299999237060547
0.03999948501586914,0.06599998474121094,0.06000018119812012,0.059999942779541016,0.06200003623962402,0.07200026512145996,0.032999515533447266
0.03999972343444824,0.057000160217285156,0.05800008773803711,0.05699968338012695,0.062001705169677734,0.0710000991821289,0.03399944305419922
0.0410006046295166,0.05899977684020996,0.05799984931945801,0.06700015068054199,0.06299996376037598,0.07300329208374023,0.033997297286987305
0.040999412536621094,0.056999921798706055,0.0559999942779541,0.06199979782104492,0.062000274658203125,0.0710000991821289,0.03399968147277832
0.0410003662109375,0.05800151824951172,0.05899763107299805,0.062000274658203125,0.060999155044555664,0.07300019264221191,0.03300142288208008
0.04099893569946289,0.05800008773803711,0.05800008773803711,0.06399965286254883,0.06300115585327148,0.07199907302856445,0.03400015830993652
0.0410006046295166,0.05899930000305176,0.05899977684020996,0.059000253677368164,0.06400156021118164,0.0729982852935791,0.03400015830993652
0.0409998893737793,0.06200003623962402,0.05700206756591797,0.060997724533081055,0.06100034713745117,0.0710000991821289,0.032999515533447266
0.04200172424316406,0.06299924850463867,0.05800199508666992,0.06299781799316406,0.06099963188171387,0.07200050354003906,0.03299999237060547
0.04199957847595215,0.059000253677368164,0.05899977684020996,0.06399989128112793,0.06100010871887207,0.07300019264221191,0.03399991989135742
0.040999412536621094,0.06099963188171387,0.05700039863586426,0.05800008773803711,0.06099987030029297,0.0709996223449707,0.03400063514709473
0.042001962661743164,0.06099748611450195,0.055001258850097656,0.06099867820739746,0.06000065803527832,0.07499933242797852,0.03400135040283203
0.04099869728088379,0.056999921798706055,0.059999942779541016,0.05699968338012695,0.06100034713745117,0.07100033760070801,0.032999515533447266
0.0410003662109375,0.06599998474121094,0.0559999942779541,0.058999061584472656,0.06199932098388672,0.07500100135803223,0.03499913215637207
0.0409998893737793,0.056999921798706055,0.05799984931945801,0.05900001525878906,0.06400036811828613,0.07100081443786621,0.03399920463562012
0.0409998893737793,0.05900001525878906,0.06099987030029297,0.05900263786315918,0.06399822235107422,0.07300209999084473,0.03299713134765625
0.04000115394592285,0.061998605728149414,0.0560002326965332,0.0670013427734375,0.06399989128112793,0.07499837875366211,0.03400015830993652
0.04800009727478027,0.05800008773803711,0.05699968338012695,0.05500030517578125,0.06299829483032227,0.07400059700012207,0.03299975395202637
0.04000210762023926,0.05899786949157715,0.05900001525878906,0.05900001525878906,0.06200003623962402,0.07100033760070801,0.03400063514709473
0.04099917411804199,0.05800127983093262,0.06799912452697754,0.06500005722045898,0.06399893760681152,0.07500052452087402,0.03299880027770996
0.04100179672241211,0.05899786949157715,0.06000018119812012,0.06399989128112793,0.06200146675109863,0.07499933242797852,0.03399920463562012
0.0410003662109375,0.05899977684020996,0.05900001525878906,0.059000492095947266,0.0599980354309082,0.07400155067443848,0.034999847412109375
0.0410001277923584,0.06799888610839844,0.05600142478942871,0.061998605728149414,0.06000113487243652,0.07599973678588867,0.03699994087219238
0.04000258445739746,0.059996604919433594,0.07999968528747559,0.06100010871887207,0.06599974632263184,0.07200145721435547,0.034999847412109375
0.039999961853027344,0.057000160217285156,0.05700087547302246,0.0579991340637207,0.06399965286254883,0.07499837875366211,0.032999515533447266
0.03999900817871094,0.060001373291015625,0.05700063705444336,0.060999393463134766,0.06299972534179688,0.07300043106079102,0.03399968147277832
0.04200005531311035,0.05699872970581055,0.05699968338012695,0.06200003623962402,0.06200003623962402,0.07499909400939941,0.03300023078918457
